Retailer,Sales Method,Product,Total Sales
West Gear,Outlet,Men's Apparel,693
West Gear,Online,Men's Apparel,1027
West Gear,Online,Men's Apparel,821
Kohl's,Online,Women's Athletic Footwear,656
West Gear,Outlet,Men's Apparel,743
West Gear,Online,Men's Apparel,961
West Gear,Online,Men's Apparel,924
West Gear,Online,Men's Apparel,897
West Gear,Online,Women's Athletic Footwear,705
West Gear,Online,Men's Apparel,899
West Gear,Online,Men's Apparel,700
West Gear,Outlet,Men's Street Footwear,61500
West Gear,Outlet,Men's Street Footwear,58500
West Gear,Outlet,Men's Street Footwear,63375
West Gear,Outlet,Men's Street Footwear,53625
West Gear,Outlet,Men's Athletic Footwear,58500
West Gear,Outlet,Men's Athletic Footwear,64750
West Gear,Outlet,Men's Street Footwear,50875
West Gear,Outlet,Men's Athletic Footwear,55500
West Gear,Outlet,Men's Street Footwear,54000
West Gear,Outlet,Men's Street Footwear,52500
West Gear,Outlet,Women's Apparel,70000
West Gear,Outlet,Men's Athletic Footwear,56875
West Gear,Outlet,Men's Street Footwear,48125
West Gear,Outlet,Men's Athletic Footwear,52500
West Gear,Outlet,Men's Street Footwear,48125
West Gear,Outlet,Men's Athletic Footwear,52500
West Gear,Outlet,Men's Street Footwear,42500
West Gear,Outlet,Men's Street Footwear,33000
West Gear,Outlet,Men's Athletic Footwear,53625
West Gear,Outlet,Women's Street Footwear,53625
West Gear,Outlet,Women's Street Footwear,53625
West Gear,Outlet,Women's Street Footwear,52000
West Gear,Outlet,Women's Apparel,56000
West Gear,Outlet,Women's Apparel,38750
West Gear,Outlet,Men's Apparel,50375
West Gear,Outlet,Women's Apparel,62000
West Gear,Outlet,Women's Street Footwear,42625
West Gear,Outlet,Women's Apparel,54250
West Gear,Outlet,Women's Apparel,54250
West Gear,Outlet,Women's Street Footwear,42625
West Gear,Outlet,Women's Athletic Footwear,42625
West Gear,Outlet,Men's Athletic Footwear,48750
West Gear,Outlet,Women's Street Footwear,48750
West Gear,Outlet,Women's Athletic Footwear,48750
West Gear,Outlet,Men's Apparel,56250
West Gear,Outlet,Men's Athletic Footwear,36250
West Gear,Outlet,Women's Street Footwear,36250
West Gear,Outlet,Women's Street Footwear,47125
West Gear,Outlet,Women's Apparel,58000
West Gear,Outlet,Women's Athletic Footwear,43500
West Gear,Outlet,Women's Apparel,58000
West Gear,Outlet,Women's Athletic Footwear,39875
West Gear,Outlet,Men's Apparel,47125
West Gear,Outlet,Women's Street Footwear,39875
West Gear,Outlet,Women's Apparel,35000
West Gear,Outlet,Men's Athletic Footwear,42000
West Gear,Outlet,Women's Street Footwear,42000
West Gear,Outlet,Women's Apparel,42000
West Gear,Outlet,Women's Athletic Footwear,42000
West Gear,Outlet,Women's Street Footwear,38500
West Gear,Outlet,Women's Apparel,49000
West Gear,Outlet,Women's Athletic Footwear,38500
West Gear,Outlet,Men's Apparel,45500
Kohl's,Outlet,Men's Street Footwear,24500
Kohl's,Outlet,Men's Athletic Footwear,31500
Kohl's,Outlet,Women's Street Footwear,31500
West Gear,Outlet,Men's Athletic Footwear,43875
West Gear,Outlet,Women's Athletic Footwear,37125
West Gear,Outlet,Women's Athletic Footwear,39000
West Gear,Outlet,Men's Apparel,42250
West Gear,Outlet,Men's Apparel,42250
West Gear,Outlet,Women's Athletic Footwear,37500
West Gear,Outlet,Women's Athletic Footwear,36000
West Gear,Outlet,Men's Apparel,31625
West Gear,Outlet,Women's Athletic Footwear,28750
West Gear,Outlet,Men's Apparel,37375
Kohl's,Outlet,Women's Athletic Footwear,24750
West Gear,Outlet,Men's Apparel,34125
West Gear,Outlet,Men's Apparel,27500
West Gear,Outlet,Men's Apparel,32500
Sports Direct,Outlet,Women's Street Footwear,1162
Sports Direct,Outlet,Women's Street Footwear,1063
Sports Direct,Outlet,Men's Street Footwear,1293
Sports Direct,Outlet,Men's Athletic Footwear,1120
Sports Direct,Outlet,Women's Apparel,1176
Sports Direct,Online,Women's Street Footwear,1256
Sports Direct,Outlet,Women's Apparel,1278
Sports Direct,Outlet,Women's Apparel,898
Sports Direct,Outlet,Men's Athletic Footwear,898
Sports Direct,Online,Women's Apparel,1394
Sports Direct,Outlet,Men's Street Footwear,768
Sports Direct,Outlet,Men's Street Footwear,870
Sports Direct,Outlet,Men's Athletic Footwear,1101
Sports Direct,Outlet,Women's Apparel,1382
Sports Direct,Online,Women's Apparel,1377
Sports Direct,Online,Women's Street Footwear,1118
Sports Direct,Outlet,Women's Street Footwear,1194
Sports Direct,Outlet,Men's Athletic Footwear,546
Sports Direct,Outlet,Men's Street Footwear,843
Sports Direct,Outlet,Men's Athletic Footwear,967
Sports Direct,Outlet,Women's Apparel,1032
Sports Direct,Outlet,Women's Street Footwear,1099
Sports Direct,Outlet,Men's Athletic Footwear,732
Sports Direct,Outlet,Women's Apparel,779
Sports Direct,Outlet,Women's Apparel,1204
Sports Direct,Online,Women's Apparel,1305
Sports Direct,Online,Women's Apparel,1515
Sports Direct,Outlet,Men's Street Footwear,303
Sports Direct,Outlet,Men's Street Footwear,882
Sports Direct,Online,Men's Street Footwear,947
Sports Direct,Online,Men's Athletic Footwear,1294
Sports Direct,Outlet,Men's Street Footwear,300
Sports Direct,Outlet,Men's Street Footwear,437
Sports Direct,Outlet,Women's Street Footwear,1163
Foot Locker,Outlet,Women's Street Footwear,7875
Sports Direct,Outlet,Men's Street Footwear,698
Sports Direct,Online,Women's Apparel,963
Sports Direct,Online,Men's Street Footwear,918
Sports Direct,Online,Men's Street Footwear,1316
Sports Direct,Outlet,Men's Athletic Footwear,635
Sports Direct,Online,Men's Athletic Footwear,807
Sports Direct,Outlet,Men's Athletic Footwear,589
Sports Direct,Online,Men's Athletic Footwear,1032
Sports Direct,Outlet,Men's Athletic Footwear,495
Sports Direct,Outlet,Women's Street Footwear,645
Sports Direct,Outlet,Men's Street Footwear,639
Sports Direct,Outlet,Men's Athletic Footwear,441
Sports Direct,Outlet,Women's Apparel,462
Sports Direct,Online,Men's Street Footwear,1019
Sports Direct,Online,Men's Athletic Footwear,1102
Sports Direct,Online,Women's Street Footwear,1198
Sports Direct,Online,Women's Apparel,974
Sports Direct,Outlet,Men's Street Footwear,426
Sports Direct,Outlet,Men's Athletic Footwear,771
Sports Direct,Outlet,Women's Athletic Footwear,643
Sports Direct,Online,Men's Athletic Footwear,980
Sports Direct,Outlet,Women's Street Footwear,380
Sports Direct,Online,Men's Street Footwear,371
Sports Direct,Online,Men's Athletic Footwear,563
Sports Direct,Outlet,Women's Athletic Footwear,557
Sports Direct,Outlet,Women's Street Footwear,608
Sports Direct,Outlet,Women's Apparel,741
Sports Direct,Outlet,Women's Athletic Footwear,836
Sports Direct,Online,Women's Street Footwear,1172
Sports Direct,Outlet,Men's Apparel,718
Sports Direct,Online,Men's Street Footwear,528
Sports Direct,Online,Men's Street Footwear,328
Sports Direct,Outlet,Women's Athletic Footwear,491
Sports Direct,Online,Men's Street Footwear,959
Sports Direct,Online,Men's Street Footwear,688
Sports Direct,Outlet,Women's Street Footwear,358
Sports Direct,Online,Men's Street Footwear,405
Sports Direct,Online,Women's Street Footwear,774
Sports Direct,Online,Men's Athletic Footwear,950
Sports Direct,Online,Women's Street Footwear,1109
Sports Direct,Online,Women's Apparel,1179
Sports Direct,Online,Men's Athletic Footwear,490
Sports Direct,Online,Women's Street Footwear,420
Sports Direct,Online,Women's Athletic Footwear,748
Sports Direct,Online,Women's Athletic Footwear,1021
Sports Direct,Online,Men's Athletic Footwear,659
Sports Direct,Online,Men's Athletic Footwear,642
Sports Direct,Outlet,Men's Apparel,790
Sports Direct,Online,Men's Apparel,785
Sports Direct,Online,Men's Athletic Footwear,522
Sports Direct,Outlet,Women's Apparel,391
Sports Direct,Outlet,Men's Apparel,745
Sports Direct,Online,Women's Apparel,725
Sports Direct,Outlet,Women's Athletic Footwear,800
Sports Direct,Online,Men's Apparel,916
Sports Direct,Outlet,Women's Athletic Footwear,600
Sports Direct,Outlet,Men's Apparel,679
Sports Direct,Online,Women's Apparel,452
Sports Direct,Online,Men's Street Footwear,608
Sports Direct,Outlet,Women's Apparel,403
Sports Direct,Outlet,Women's Street Footwear,310
Sports Direct,Online,Women's Athletic Footwear,524
Sports Direct,Outlet,Women's Apparel,413
Sports Direct,Outlet,Men's Apparel,581
Sports Direct,Online,Women's Street Footwear,380
Sports Direct,Online,Women's Athletic Footwear,645
Sports Direct,Outlet,Men's Apparel,600
Sports Direct,Outlet,Women's Athletic Footwear,298
Sports Direct,Outlet,Men's Apparel,551
Sports Direct,Online,Women's Apparel,485
Sports Direct,Online,Women's Athletic Footwear,691
Sports Direct,Online,Women's Street Footwear,406
Sports Direct,Online,Men's Apparel,653
Sports Direct,Online,Women's Athletic Footwear,856
Sports Direct,Outlet,Women's Athletic Footwear,435
Sports Direct,Online,Women's Street Footwear,590
Sports Direct,Outlet,Women's Street Footwear,386
Sports Direct,Online,Men's Apparel,753
Sports Direct,Online,Women's Apparel,448
Sports Direct,Outlet,Women's Athletic Footwear,364
Sports Direct,Online,Men's Apparel,773
Sports Direct,Outlet,Women's Athletic Footwear,381
Sports Direct,Online,Women's Apparel,432
Sports Direct,Online,Men's Apparel,716
Sports Direct,Outlet,Women's Athletic Footwear,554
Sports Direct,Online,Men's Apparel,642
Sports Direct,Online,Women's Athletic Footwear,410
Sports Direct,Online,Women's Athletic Footwear,371
Sports Direct,Outlet,Men's Apparel,384
Foot Locker,Outlet,Men's Street Footwear,435
Sports Direct,Online,Women's Athletic Footwear,706
Sports Direct,Online,Women's Street Footwear,405
Sports Direct,Online,Women's Athletic Footwear,371
Sports Direct,Outlet,Men's Apparel,294
Sports Direct,Online,Women's Athletic Footwear,455
Foot Locker,Online,Men's Street Footwear,488
Sports Direct,Outlet,Men's Apparel,278
Sports Direct,Online,Men's Apparel,360
Sports Direct,Outlet,Men's Apparel,278
Sports Direct,Online,Men's Apparel,348
Sports Direct,Outlet,Men's Apparel,242
Sports Direct,Online,Men's Apparel,289
Sports Direct,Online,Men's Apparel,308
Foot Locker,Outlet,Women's Athletic Footwear,3000
Sports Direct,Online,Men's Apparel,285
Foot Locker,Outlet,Women's Street Footwear,202
Foot Locker,Online,Men's Athletic Footwear,279
Foot Locker,Outlet,Men's Athletic Footwear,231
Foot Locker,Online,Women's Street Footwear,185
Foot Locker,Outlet,Women's Athletic Footwear,64
Foot Locker,Online,Women's Athletic Footwear,72
Sports Direct,Outlet,Women's Street Footwear,43875
Sports Direct,Outlet,Women's Street Footwear,48750
Sports Direct,Outlet,Women's Apparel,48125
Sports Direct,Outlet,Women's Apparel,51000
Sports Direct,Outlet,Men's Street Footwear,37125
Sports Direct,Outlet,Men's Athletic Footwear,41250
Sports Direct,Outlet,Men's Street Footwear,49500
Sports Direct,Outlet,Men's Athletic Footwear,49500
Sports Direct,Outlet,Women's Apparel,36000
Sports Direct,Outlet,Men's Street Footwear,36000
Sports Direct,Outlet,Men's Athletic Footwear,40000
Sports Direct,Outlet,Men's Street Footwear,40000
Sports Direct,Outlet,Men's Athletic Footwear,44000
Sports Direct,Outlet,Men's Athletic Footwear,23250
Sports Direct,Outlet,Women's Apparel,46500
Sports Direct,Outlet,Women's Apparel,54250
Sports Direct,Outlet,Men's Street Footwear,15000
Sports Direct,Outlet,Men's Street Footwear,39875
Sports Direct,Outlet,Women's Street Footwear,43500
Sports Direct,Outlet,Men's Street Footwear,29000
Sports Direct,Outlet,Men's Athletic Footwear,29000
Sports Direct,Outlet,Women's Street Footwear,47125
Sports Direct,Outlet,Men's Street Footwear,14000
Sports Direct,Outlet,Men's Athletic Footwear,21000
Sports Direct,Outlet,Men's Street Footwear,16875
Sports Direct,Outlet,Men's Street Footwear,20250
Sports Direct,Outlet,Men's Athletic Footwear,27000
Sports Direct,Outlet,Men's Athletic Footwear,37125
Sports Direct,Outlet,Women's Apparel,33750
Sports Direct,Outlet,Women's Apparel,47250
Sports Direct,Outlet,Men's Athletic Footwear,22750
Sports Direct,Outlet,Women's Street Footwear,29250
Sports Direct,Outlet,Women's Street Footwear,42250
Sports Direct,Outlet,Women's Street Footwear,15625
Sports Direct,Outlet,Men's Street Footwear,25000
Sports Direct,Outlet,Men's Athletic Footwear,25000
Sports Direct,Outlet,Women's Apparel,18000
Sports Direct,Outlet,Women's Athletic Footwear,27000
Sports Direct,Outlet,Women's Athletic Footwear,25875
Sports Direct,Outlet,Men's Apparel,28750
Sports Direct,Outlet,Women's Street Footwear,25875
Sports Direct,Outlet,Women's Apparel,28750
Sports Direct,Outlet,Women's Athletic Footwear,37375
Sports Direct,Outlet,Women's Athletic Footwear,19250
Sports Direct,Outlet,Women's Apparel,18375
Sports Direct,Outlet,Women's Street Footwear,13125
Sports Direct,Outlet,Women's Athletic Footwear,26250
Sports Direct,Outlet,Men's Apparel,28875
Sports Direct,Outlet,Men's Apparel,31500
Sports Direct,Outlet,Women's Apparel,17500
Sports Direct,Outlet,Women's Street Footwear,15000
Sports Direct,Outlet,Men's Apparel,25000
Sports Direct,Outlet,Women's Athletic Footwear,32500
Sports Direct,Outlet,Women's Street Footwear,16625
Sports Direct,Outlet,Men's Apparel,28500
Sports Direct,Outlet,Women's Apparel,15750
Sports Direct,Outlet,Men's Apparel,22500
Sports Direct,Outlet,Women's Athletic Footwear,27000
Sports Direct,Outlet,Men's Apparel,24750
Sports Direct,Outlet,Women's Athletic Footwear,14875
Sports Direct,Outlet,Women's Athletic Footwear,12750
Sports Direct,Outlet,Women's Athletic Footwear,19125
Foot Locker,Outlet,Men's Street Footwear,19125
Sports Direct,Outlet,Women's Athletic Footwear,14000
Sports Direct,Outlet,Men's Apparel,16000
Sports Direct,Outlet,Men's Apparel,15000
Sports Direct,Outlet,Men's Apparel,11375
Sports Direct,Outlet,Men's Apparel,12000
Sports Direct,Outlet,Men's Apparel,12000
Foot Locker,Outlet,Men's Athletic Footwear,10125
Kohl's,Online,Women's Apparel,6500
Kohl's,Online,Men's Athletic Footwear,6500
Kohl's,Online,Women's Apparel,9000
Foot Locker,Online,Women's Apparel,9000
Foot Locker,Online,Men's Athletic Footwear,4125
Foot Locker,Online,Women's Street Footwear,8250
Kohl's,Online,Women's Street Footwear,2500
Kohl's,Online,Women's Apparel,6250
Kohl's,Online,Women's Street Footwear,8750
Kohl's,Online,Women's Street Footwear,3750
Kohl's,Online,Men's Apparel,7875
Kohl's,Online,Men's Athletic Footwear,4500
Kohl's,Online,Women's Athletic Footwear,3375
Kohl's,Online,Men's Apparel,5625
Foot Locker,Online,Women's Street Footwear,6750
Foot Locker,Online,Women's Street Footwear,5500
Kohl's,Online,Men's Athletic Footwear,5000
Kohl's,Online,Women's Street Footwear,3000
Kohl's,Online,Women's Athletic Footwear,7000
Kohl's,Online,Women's Street Footwear,4000
Kohl's,Online,Men's Street Footwear,1058
Kohl's,Online,Men's Street Footwear,928
Kohl's,Online,Women's Athletic Footwear,3500
Kohl's,Online,Men's Apparel,5250
Foot Locker,Online,Men's Apparel,8750
Foot Locker,Online,Men's Athletic Footwear,7000
Kohl's,Online,Men's Street Footwear,776
Foot Locker,Online,Men's Street Footwear,585
Kohl's,Online,Men's Street Footwear,306
Kohl's,Online,Women's Athletic Footwear,3000
Kohl's,Online,Men's Apparel,5250
Kohl's,Online,Men's Apparel,6000
Kohl's,Online,Men's Street Footwear,360
Foot Locker,Online,Men's Street Footwear,990
Kohl's,Online,Men's Street Footwear,421
Kohl's,Online,Men's Street Footwear,533
Kohl's,Online,Men's Street Footwear,515
Kohl's,Online,Women's Apparel,840
Foot Locker,Online,Men's Street Footwear,524
Kohl's,Online,Women's Athletic Footwear,2500
Foot Locker,Online,Women's Athletic Footwear,4375
Foot Locker,Online,Men's Street Footwear,281
Foot Locker,Online,Men's Athletic Footwear,708
Kohl's,Online,Men's Athletic Footwear,583
Kohl's,Online,Women's Apparel,679
Kohl's,Online,Women's Apparel,588
Foot Locker,Online,Women's Apparel,762
Kohl's,Online,Men's Athletic Footwear,566
Kohl's,Online,Women's Street Footwear,428
Kohl's,Online,Women's Street Footwear,479
Kohl's,Online,Women's Athletic Footwear,2000
Kohl's,Online,Women's Apparel,176
Foot Locker,Online,Women's Street Footwear,551
Kohl's,Online,Women's Apparel,395
Kohl's,Online,Men's Athletic Footwear,301
Kohl's,Online,Women's Apparel,273
Kohl's,Online,Men's Apparel,510
Kohl's,Online,Men's Athletic Footwear,346
Kohl's,Online,Women's Athletic Footwear,333
Foot Locker,Online,Women's Apparel,252
Foot Locker,Online,Women's Athletic Footwear,531
Foot Locker,Online,Women's Apparel,642
Kohl's,Online,Men's Athletic Footwear,162
Kohl's,Online,Men's Apparel,448
Foot Locker,Online,Women's Athletic Footwear,448
Foot Locker,Online,Women's Street Footwear,224
Kohl's,Online,Women's Apparel,235
Kohl's,Online,Women's Street Footwear,300
Foot Locker,Online,Men's Apparel,518
Kohl's,Online,Women's Athletic Footwear,304
Foot Locker,Online,Men's Athletic Footwear,296
Kohl's,Online,Men's Athletic Footwear,300
Kohl's,Online,Women's Street Footwear,68
Kohl's,Online,Women's Athletic Footwear,323
Kohl's,Online,Women's Street Footwear,113
Foot Locker,Online,Men's Athletic Footwear,101
Foot Locker,Online,Women's Apparel,266
Foot Locker,Online,Men's Apparel,476
Kohl's,Online,Men's Apparel,324
Kohl's,Online,Men's Apparel,218
Kohl's,Online,Women's Apparel,150
Kohl's,Online,Women's Street Footwear,208
Kohl's,Online,Women's Athletic Footwear,91
Kohl's,Online,Men's Apparel,146
Kohl's,Online,Women's Street Footwear,84
Kohl's,Online,Women's Street Footwear,114
Kohl's,Online,Men's Athletic Footwear,112
Foot Locker,Online,Women's Street Footwear,171
Kohl's,Online,Men's Athletic Footwear,145
Kohl's,Online,Women's Athletic Footwear,186
