,Gender,Primary_Device,Health_Impacts,Avg_Daily_Screen_Time_hr
,Female,Smartphone,None,4.01
,Male,Tablet,None,0.52
,Female,Smartphone,None,3.99
,Male,Smartphone,None,1.45
,Male,TV,None,2.29
,Female,TV,None,5.82
,Male,Laptop,None,5.34
,Female,TV,None,4.91
,Male,Smartphone,None,2.81
,Female,Tablet,None,4.66
,Male,Tablet,None,3.02
,Female,Laptop,None,3.91
,Female,TV,None,0.0
,Female,TV,None,7.32
,Female,Smartphone,None,4.69
,Female,Laptop,None,8.27
,Female,TV,None,1.86
,Female,Smartphone,None,5.67
,Female,TV,None,4.96
,Male,Tablet,None,4.26
,Male,TV,None,6.19
,Male,Smartphone,None,3.41
,Female,TV,None,5.16
,Male,TV,None,0.0
,Male,Tablet,None,4.81
,Female,TV,None,0.0
,Female,Laptop,None,5.75
,Male,Smartphone,None,2.16
,Female,Laptop,None,1.82
,Female,TV,None,2.48
,Male,Smartphone,None,0.99
,Male,TV,None,2.87
,Male,Smartphone,None,4.87
,Male,Smartphone,None,2.01
,Female,TV,None,6.97
,Male,Tablet,None,1.0
,Male,Smartphone,None,1.25
,Male,Smartphone,None,3.55
,Male,Tablet,None,5.04
,Female,Smartphone,None,2.96
,Female,Smartphone,None,5.58
,Male,Smartphone,None,3.26
,Female,Smartphone,None,4.51
,Female,Smartphone,None,2.69
,Female,Laptop,None,2.79
,Female,TV,None,2.16
,Female,Tablet,None,4.58
,Male,Laptop,None,1.97
,Female,Tablet,None,3.11
,Female,TV,None,1.0
,Female,TV,None,2.97
,Male,Smartphone,None,5.23
,Male,TV,None,3.58
,Female,Smartphone,None,6.52
,Female,Smartphone,None,3.39
,Female,TV,None,3.33
,Male,TV,None,3.0
,Female,TV,None,4.57
,Female,TV,None,1.18
,Male,TV,None,2.76
,Female,Smartphone,None,1.19
,Male,Tablet,None,4.05
,Male,Smartphone,None,7.4
,Male,Smartphone,None,4.2
,Female,Laptop,None,2.42
,Male,TV,None,4.0
,Male,Tablet,None,1.73
,Male,Smartphone,None,5.0
,Female,Laptop,None,2.69
,Male,Smartphone,None,0.0
,Male,TV,None,4.03
,Male,Tablet,None,0.0
,Female,Smartphone,None,0.0
,Female,Tablet,None,3.78
,Male,Tablet,None,4.93
,Male,TV,None,7.65
,Male,TV,None,2.64
,Female,TV,None,2.88
,Female,TV,None,1.91
,Female,TV,None,2.67
,Female,TV,None,0.0
,Male,Smartphone,None,0.16
,Male,TV,None,0.0
,Male,Tablet,None,2.31
,Male,Laptop,None,3.97
,Male,TV,None,4.59
,Female,Laptop,None,2.66
,Female,Laptop,None,6.21
,Female,Smartphone,None,4.68
,Male,Tablet,None,1.8
,Male,Smartphone,None,3.35
,Male,TV,None,5.51
,Female,Tablet,None,2.68
,Male,Smartphone,None,2.85
,Female,Smartphone,None,1.66
,Female,Tablet,None,5.53
,Male,TV,None,2.93
,Female,Smartphone,None,3.34
,Male,Smartphone,None,8.52
,Male,Smartphone,None,1.14
,Female,TV,None,1.63
,Female,Smartphone,None,8.08
,Male,Laptop,None,2.93
,Female,Laptop,None,2.45
,Male,Smartphone,None,5.77
,Male,Tablet,None,4.93
,Female,Tablet,None,6.66
,Female,Smartphone,None,0.0
,Female,Smartphone,None,2.94
,Male,Smartphone,None,2.85
,Male,Smartphone,None,6.1
,Male,TV,None,1.12
,Male,Tablet,None,1.6
,Female,TV,None,2.78
,Male,Smartphone,None,6.41
,Female,Tablet,None,2.17
,Female,Smartphone,None,4.01
,Female,Smartphone,None,2.93
,Female,TV,None,2.11
,Male,TV,None,5.5
,Male,Laptop,None,5.9
,Female,Smartphone,None,6.11
,Female,TV,None,4.26
,Female,Laptop,None,3.28
,Male,TV,None,1.15
,Male,Smartphone,None,3.68
,Male,TV,None,5.87
,Female,Laptop,None,4.52
,Female,Laptop,None,5.26
,Male,Smartphone,None,4.46
,Female,Smartphone,None,0.0
,Male,Laptop,None,5.68
,Female,TV,None,0.0
,Male,Smartphone,None,2.58
,Male,TV,None,4.63
,Male,TV,None,2.9
,Female,TV,None,5.21
,Female,TV,None,2.77
,Female,Tablet,None,4.9
,Female,Smartphone,None,6.59
,Male,TV,None,3.64
,Male,Laptop,None,3.82
,Female,Tablet,None,5.06
,Female,Laptop,None,4.61
,Female,Tablet,None,2.85
,Male,Smartphone,None,5.32
,Female,Smartphone,None,1.78
,Male,Laptop,None,3.94
,Female,TV,None,2.93
,Female,Smartphone,None,0.0
,Female,TV,None,1.99
,Male,Tablet,None,0.17
,Male,Laptop,None,2.77
,Female,Smartphone,None,2.2
,Female,Smartphone,None,4.7
,Female,Smartphone,None,0.0
,Female,Laptop,None,5.7
,Male,TV,None,7.61
,Female,Smartphone,None,2.65
,Male,TV,None,1.52
,Male,TV,None,0.0
,Male,Tablet,None,2.49
,Female,Tablet,None,3.0
,Female,Laptop,None,1.43
,Male,TV,None,5.16
,Female,TV,None,5.24
,Female,Smartphone,None,6.77
,Male,TV,None,2.38
,Male,Laptop,None,5.78
,Male,Tablet,None,0.85
,Male,Smartphone,None,5.52
,Female,TV,None,2.04
,Female,Tablet,None,5.08
,Female,TV,None,2.16
,Male,Laptop,None,2.3
,Male,Smartphone,None,0.0
,Female,Smartphone,None,4.31
,Female,Tablet,None,1.88
,Male,TV,None,3.43
,Female,Laptop,None,1.62
,Male,Tablet,None,0.0
,Female,Tablet,None,4.17
,Female,Tablet,None,4.97
,Male,Smartphone,None,1.01
,Male,Smartphone,None,3.4
,Female,Smartphone,None,4.42
,Female,Laptop,None,4.44
,Male,TV,None,2.44
,Female,TV,None,2.61
,Male,Smartphone,None,2.03
,Male,Smartphone,None,0.0
,Female,Smartphone,None,2.73
,Female,TV,None,2.86
,Male,Smartphone,None,1.46
,Female,Smartphone,None,2.45
,Female,Smartphone,None,0.11
,Male,Smartphone,None,2.5
,Male,TV,None,0.61
,Male,Tablet,None,2.99
,Female,Smartphone,None,4.52
,Male,Smartphone,None,5.23
,Female,Laptop,None,4.03
,Female,Smartphone,None,5.12
,Male,TV,None,3.72
,Male,Laptop,None,1.47
,Male,Smartphone,None,8.39
,Male,TV,None,3.68
,Male,TV,None,2.86
,Male,Smartphone,None,1.25
,Female,Tablet,None,3.7
,Male,Smartphone,None,4.23
,Female,Smartphone,None,1.81
,Male,Laptop,None,4.59
,Male,TV,None,0.0
,Female,Laptop,None,3.49
,Male,Smartphone,None,5.66
,Male,Smartphone,None,3.35
,Female,TV,None,2.91
,Male,Tablet,None,6.85
,Male,Smartphone,None,2.75
,Female,Tablet,None,3.57
,Female,Tablet,None,4.85
,Female,TV,None,4.88
,Female,Smartphone,None,5.9
,Female,TV,None,2.69
,Male,Laptop,None,3.87
,Male,TV,None,2.5
,Male,Smartphone,None,2.98
,Female,Smartphone,None,2.7
,Female,Smartphone,None,2.5
,Female,Laptop,None,0.99
,Male,Smartphone,None,5.25
,Female,Smartphone,None,1.48
,Female,TV,None,0.0
,Female,TV,None,3.32
,Female,TV,None,2.25
,Male,TV,None,7.81
,Female,Smartphone,None,3.22
,Female,TV,None,3.74
,Male,Tablet,None,3.9
,Male,Smartphone,None,2.57
,Female,Laptop,None,4.54
,Male,Laptop,None,0.94
,Male,Laptop,None,2.16
,Male,Smartphone,None,1.23
,Male,Tablet,None,6.14
,Male,Smartphone,None,2.69
,Female,Tablet,None,2.35
,Female,Smartphone,None,5.45
,Male,Smartphone,None,5.56
,Male,Smartphone,None,2.3
,Male,Smartphone,None,2.71
,Male,Smartphone,None,0.86
,Female,TV,None,9.7
,Male,Tablet,None,0.31
,Female,TV,None,2.57
,Male,Smartphone,None,1.26
,Female,Smartphone,None,4.15
,Female,TV,None,2.51
,Female,Laptop,None,1.65
,Male,Smartphone,None,3.33
,Female,Tablet,None,3.99
,Male,TV,None,0.0
,Female,Smartphone,None,2.71
,Male,Laptop,None,5.54
,Male,Smartphone,None,4.02
,Male,Laptop,None,5.26
,Female,Laptop,None,3.62
,Female,Smartphone,None,5.3
,Male,Tablet,None,1.21
,Male,Smartphone,None,2.37
,Male,Smartphone,None,1.15
,Female,TV,None,4.03
,Female,Laptop,None,1.78
,Male,Smartphone,None,0.0
,Male,Smartphone,None,0.9
,Male,Laptop,None,2.66
,Male,TV,None,0.0
,Male,Laptop,None,2.04
,Male,Laptop,None,3.57
,Female,Tablet,None,0.15
,Female,Smartphone,None,5.49
,Female,Smartphone,None,3.46
,Male,Laptop,None,4.97
,Male,Laptop,None,7.19
,Male,Laptop,None,4.82
,Female,TV,None,4.05
,Male,Smartphone,None,1.99
,Female,TV,None,1.87
,Male,Smartphone,None,1.08
,Female,TV,None,5.98
,Male,TV,None,2.05
,Female,Smartphone,None,0.0
,Male,Smartphone,None,3.82
,Male,Tablet,None,0.93
,Female,Smartphone,None,3.36
,Male,Smartphone,None,4.49
,Female,TV,None,4.32
,Female,Smartphone,None,2.27
,Female,TV,None,1.7
,Female,TV,None,3.41
,Male,Smartphone,None,2.94
,Female,TV,None,0.0
,Male,TV,None,1.91
,Female,Smartphone,None,2.77
,Female,Smartphone,None,5.91
,Female,Smartphone,None,2.99
,Male,TV,None,6.02
,Male,TV,None,2.78
,Female,Smartphone,None,4.46
,Female,Smartphone,None,0.0
,Female,TV,None,0.48
,Female,Smartphone,None,1.23
,Female,Tablet,None,0.48
,Female,Laptop,None,4.98
,Male,Laptop,None,2.64
,Male,TV,None,2.61
,Male,Tablet,None,2.81
,Male,Laptop,None,2.05
,Female,Tablet,None,1.75
,Female,Smartphone,None,4.75
,Male,Laptop,None,2.28
,Male,Smartphone,None,2.86
,Male,Smartphone,None,2.38
,Male,Tablet,None,5.78
,Male,TV,None,2.84
,Female,Smartphone,None,2.35
,Female,Smartphone,None,4.97
,Female,Smartphone,None,0.52
,Male,TV,None,1.13
,Male,TV,None,4.55
,Male,Tablet,None,7.54
,Female,Tablet,None,5.39
,Female,Smartphone,None,4.08
,Male,Smartphone,None,3.78
,Male,Laptop,None,1.87
,Male,Smartphone,None,5.17
,Female,Tablet,None,1.51
,Female,Smartphone,None,2.82
,Male,Laptop,None,6.26
,Male,TV,None,7.96
,Female,Smartphone,None,3.86
,Female,Smartphone,None,3.34
,Male,Smartphone,None,2.49
,Female,Laptop,None,4.93
,Male,Smartphone,None,4.99
,Female,Smartphone,None,2.51
,Male,Smartphone,None,1.58
,Male,Smartphone,None,5.48
,Male,Smartphone,None,3.02
,Male,Tablet,None,4.64
,Male,Laptop,None,4.06
,Male,Smartphone,None,0.0
,Female,Tablet,None,6.72
,Male,Smartphone,None,4.25
,Female,Smartphone,None,2.77
,Male,TV,None,4.42
,Male,Smartphone,None,2.07
,Male,Smartphone,None,6.91
,Female,Smartphone,None,0.0
,Female,Smartphone,None,8.97
,Female,Smartphone,None,4.45
,Male,Smartphone,None,4.96
,Male,TV,None,4.17
,Female,Smartphone,None,4.45
,Female,TV,None,5.41
,Female,TV,None,0.38
,Female,TV,None,1.55
,Male,TV,None,0.55
,Male,Smartphone,None,2.09
,Female,Smartphone,None,3.4
,Male,Laptop,None,3.69
,Male,Smartphone,None,2.25
,Female,Smartphone,None,6.01
,Male,Smartphone,None,2.38
,Female,Smartphone,None,3.58
,Male,TV,None,3.15
,Female,TV,None,2.25
,Male,Smartphone,None,5.02
,Male,Smartphone,None,5.94
,Female,TV,None,2.19
,Male,Tablet,None,0.7
,Female,Tablet,None,1.98
,Male,Smartphone,None,3.91
,Male,TV,None,0.8
,Female,TV,None,4.62
,Female,Laptop,None,2.29
,Male,Tablet,None,2.14
,Male,TV,None,1.67
,Female,Smartphone,None,4.64
,Male,TV,None,1.74
,Male,TV,None,2.82
,Male,Smartphone,None,5.32
,Female,Smartphone,None,0.0
,Female,Smartphone,None,4.29
,Male,Tablet,None,2.28
,Male,Smartphone,None,0.95
,Female,TV,None,2.67
,Male,Smartphone,None,3.71
,Male,Smartphone,None,4.14
,Male,Smartphone,None,1.17
,Female,Laptop,None,3.19
,Female,Tablet,None,1.39
,Female,TV,None,1.48
,Male,TV,None,0.47
,Male,Laptop,None,2.14
,Male,Tablet,None,4.64
,Male,Laptop,None,3.71
,Male,TV,None,2.05
,Male,Smartphone,None,1.72
,Female,Smartphone,None,2.65
,Female,Tablet,None,4.74
,Male,Smartphone,None,0.94
,Female,TV,None,4.03
,Female,Tablet,None,2.97
,Male,Smartphone,None,5.15
,Female,Smartphone,None,1.04
,Male,Laptop,None,5.36
,Female,Laptop,None,2.43
,Female,Tablet,None,0.0
,Male,Tablet,None,0.0
,Female,TV,None,2.0
,Female,Tablet,None,4.72
,Female,TV,None,2.86
,Male,Laptop,None,4.99
,Male,Smartphone,None,2.5
,Male,Smartphone,None,3.04
,Male,Smartphone,None,2.62
,Female,Laptop,None,1.63
,Male,TV,None,5.68
,Male,TV,None,2.16
,Female,Laptop,None,4.09
,Male,Smartphone,None,4.66
,Male,Laptop,None,6.18
,Male,TV,None,2.98
,Male,TV,None,0.06
,Male,Laptop,None,3.59
,Male,TV,None,2.72
,Male,Smartphone,None,2.88
,Female,TV,None,0.85
,Female,Tablet,None,0.78
,Female,Smartphone,None,1.44
,Female,Smartphone,None,1.78
,Female,TV,None,3.81
,Male,TV,None,2.09
,Female,Smartphone,None,2.44
,Female,TV,None,4.73
,Female,Laptop,None,2.94
,Male,TV,None,0.0
,Female,TV,None,0.0
,Male,TV,None,1.98
,Male,Smartphone,None,4.49
,Male,Tablet,None,3.1
,Male,Smartphone,None,5.41
,Male,Tablet,None,2.2
,Male,Tablet,None,2.66
,Male,Smartphone,None,4.45
,Male,Smartphone,None,1.0
,Female,Smartphone,None,2.41
,Male,TV,None,5.95
,Female,TV,None,3.32
,Female,Smartphone,None,0.0
,Female,TV,None,2.88
,Male,Smartphone,None,2.82
,Male,Smartphone,None,5.06
,Female,Tablet,None,2.0
,Male,Smartphone,None,2.5
,Female,Smartphone,None,5.15
,Male,Tablet,None,2.47
,Male,TV,None,0.0
,Male,Laptop,None,1.48
,Female,TV,None,0.0
,Male,Tablet,None,2.64
,Male,TV,None,3.16
,Male,Smartphone,None,1.71
,Male,Smartphone,None,3.35
,Male,Laptop,None,6.68
,Male,TV,None,4.23
,Female,TV,None,3.57
,Male,Tablet,None,7.84
,Male,Smartphone,None,2.7
,Male,TV,None,0.0
,Male,TV,None,2.28
,Female,Smartphone,None,5.01
,Female,Smartphone,None,2.52
,Male,Smartphone,None,5.2
,Male,TV,None,3.71
,Female,Smartphone,None,5.36
,Male,Smartphone,None,7.2
,Male,Smartphone,None,3.64
,Male,Smartphone,None,5.55
,Female,Laptop,None,5.0
,Male,Laptop,None,2.59
,Female,TV,None,2.43
,Male,Tablet,None,0.0
,Male,Laptop,None,5.19
,Male,TV,None,1.63
,Male,Tablet,None,9.15
,Female,TV,None,7.77
,Male,Laptop,None,3.99
,Male,Smartphone,None,2.95
,Male,Tablet,None,1.24
,Male,Smartphone,None,4.58
,Female,TV,None,0.0
,Female,TV,None,0.92
,Female,Smartphone,None,2.19
,Male,TV,None,0.29
,Female,TV,None,1.62
,Female,Smartphone,None,4.59
,Female,Smartphone,None,2.83
,Female,Smartphone,None,3.59
,Male,TV,None,4.97
,Female,Laptop,None,5.57
,Female,TV,None,1.45
,Female,TV,None,4.91
,Female,Laptop,None,5.39
,Male,Smartphone,None,2.83
,Male,TV,None,0.0
,Male,TV,None,1.39
,Male,Smartphone,None,2.23
,Male,TV,None,2.08
,Female,TV,None,3.8
,Male,Tablet,None,7.4
,Female,Smartphone,None,2.48
,Female,TV,None,5.83
,Male,Tablet,None,0.0
,Female,Smartphone,None,0.96
,Female,Smartphone,None,0.0
,Female,Smartphone,None,2.42
,Male,Smartphone,None,4.89
,Male,Laptop,None,2.75
,Female,Tablet,None,2.09
,Male,Tablet,None,0.24
,Female,TV,None,3.95
,Male,Smartphone,None,4.71
,Male,Tablet,None,0.0
,Female,Smartphone,None,4.56
,Female,Smartphone,None,3.06
,Male,Smartphone,None,2.96
,Female,Tablet,None,2.86
,Female,Smartphone,None,5.04
,Female,Smartphone,None,2.59
,Male,TV,None,11.5
,Female,TV,None,0.4
,Male,TV,None,4.03
,Female,Smartphone,None,4.42
,Female,Smartphone,None,3.85
,Female,Tablet,None,1.86
,Male,TV,None,1.59
,Female,TV,None,2.51
,Male,Smartphone,None,2.35
,Male,Tablet,None,4.66
,Male,TV,None,1.86
,Male,Tablet,None,0.0
,Male,TV,None,4.18
,Female,Smartphone,None,2.97
,Female,Smartphone,None,3.52
,Female,Smartphone,None,5.57
,Female,Tablet,None,5.17
,Male,TV,None,5.02
,Male,Smartphone,None,1.41
,Male,Smartphone,None,5.56
,Female,Smartphone,None,1.65
,Female,Smartphone,None,2.07
,Female,Smartphone,None,3.0
,Male,TV,None,5.54
,Male,TV,None,2.62
,Male,Smartphone,None,6.46
,Male,Smartphone,None,5.59
,Female,TV,None,0.6
,Female,TV,None,3.51
,Male,Smartphone,None,5.69
,Male,Smartphone,None,5.66
,Female,Smartphone,None,6.24
,Female,TV,None,5.88
,Female,Smartphone,None,2.31
,Female,Smartphone,None,5.83
,Female,Smartphone,None,0.94
,Female,Smartphone,None,3.21
,Female,Smartphone,None,2.95
,Female,Smartphone,None,2.42
,Female,Smartphone,None,2.45
,Female,Tablet,None,0.0
,Female,TV,None,5.22
,Female,Smartphone,None,4.94
,Female,TV,None,2.97
,Male,Smartphone,None,2.76
,Male,Smartphone,None,4.49
,Male,TV,None,0.48
,Female,Smartphone,None,3.74
,Female,TV,None,0.03
,Male,TV,None,1.05
,Female,Smartphone,None,5.22
,Female,TV,None,4.76
,Male,TV,None,2.35
,Female,Tablet,None,0.0
,Male,TV,None,0.97
,Male,Smartphone,None,4.15
,Male,TV,None,2.94
,Female,Laptop,None,2.08
,Male,TV,None,2.53
,Male,Tablet,None,3.45
,Female,Smartphone,None,2.92
,Female,Laptop,None,1.25
,Male,Smartphone,None,6.14
,Male,Smartphone,None,8.46
,Male,Smartphone,None,2.59
,Male,Smartphone,None,4.97
,Female,Smartphone,None,4.12
,Male,Laptop,None,2.96
,Female,Smartphone,None,2.31
,Female,Smartphone,None,0.0
,Female,Smartphone,None,2.74
,Male,Laptop,None,6.26
,Female,Tablet,None,6.49
,Male,Tablet,None,5.19
,Male,Smartphone,None,5.07
,Male,Smartphone,None,3.18
,Female,Laptop,None,4.08
,Female,Smartphone,None,7.23
,Male,TV,None,4.67
,Female,TV,None,0.91
,Male,Smartphone,None,3.78
,Female,Laptop,None,5.35
,Male,Laptop,None,2.41
,Female,TV,None,0.76
,Female,Laptop,None,2.51
,Female,Tablet,None,5.51
,Female,Smartphone,None,4.23
,Female,Laptop,None,6.89
,Female,Smartphone,None,1.59
,Male,TV,None,6.12
,Male,Tablet,None,2.81
,Male,Tablet,None,4.63
,Male,TV,None,2.32
,Female,Smartphone,None,0.71
,Female,Smartphone,None,2.74
,Male,TV,None,0.89
,Female,TV,None,2.27
,Female,TV,None,2.94
,Male,Tablet,None,2.71
,Male,Smartphone,None,2.15
,Male,Smartphone,None,0.6
,Male,Smartphone,None,5.9
,Female,TV,None,2.1
,Male,Smartphone,None,2.68
,Male,Smartphone,None,2.85
,Male,Tablet,None,1.36
,Male,Smartphone,None,3.88
,Female,Smartphone,None,2.65
,Male,Smartphone,None,2.45
,Female,Smartphone,None,2.44
,Female,TV,None,0.0
,Male,TV,None,2.07
,Female,Smartphone,None,8.36
,Female,Smartphone,None,0.0
,Female,Tablet,None,4.74
,Male,Laptop,None,2.55
,Male,Smartphone,None,2.97
,Female,TV,None,2.92
,Female,TV,None,0.65
,Male,Smartphone,None,3.51
,Male,Smartphone,None,6.72
,Male,Smartphone,None,0.0
,Male,Smartphone,None,2.34
,Male,TV,None,0.05
,Male,TV,None,4.42
,Female,Smartphone,None,3.46
,Male,TV,None,4.48
,Male,Laptop,None,5.91
,Female,Laptop,None,5.75
,Male,Tablet,None,6.51
,Male,Smartphone,None,5.22
,Male,Smartphone,None,2.86
,Male,Smartphone,None,4.25
,Female,Laptop,None,4.62
,Male,Tablet,None,6.94
,Male,Smartphone,None,6.52
,Female,Smartphone,None,2.25
,Male,TV,None,2.79
,Male,TV,None,0.0
,Female,Smartphone,None,0.99
,Male,Tablet,None,5.9
,Female,Smartphone,None,1.56
,Female,Smartphone,None,2.84
,Female,Laptop,None,3.51
,Female,TV,None,2.31
,Female,Smartphone,None,0.11
,Female,Smartphone,None,2.08
,Male,Smartphone,None,1.61
,Female,TV,None,0.0
,Male,Tablet,None,5.67
,Female,Tablet,None,2.43
,Male,TV,None,2.94
,Male,Smartphone,None,0.0
,Female,Tablet,None,1.46
,Female,Smartphone,None,2.98
,Male,Smartphone,None,3.24
,Female,TV,None,1.67
,Female,TV,None,0.0
,Male,Tablet,None,2.95
,Male,Laptop,None,2.48
,Female,Smartphone,None,0.0
,Female,Tablet,None,0.48
,Male,Smartphone,None,5.12
,Male,Tablet,None,0.92
,Male,TV,None,4.73
,Female,Laptop,None,3.72
,Female,Smartphone,None,2.71
,Male,Smartphone,None,5.57
,Female,Tablet,None,1.2
,Female,Smartphone,None,1.82
,Male,Tablet,None,0.34
,Female,TV,None,2.78
,Male,TV,None,4.92
,Male,Tablet,None,0.01
,Male,Laptop,None,5.42
,Female,Tablet,None,3.48
,Male,Smartphone,None,2.74
,Male,Smartphone,None,2.59
,Female,Smartphone,None,1.07
,Female,Smartphone,None,3.01
,Female,Smartphone,None,3.72
,Female,Smartphone,None,0.0
,Female,Smartphone,None,4.95
,Female,Laptop,None,5.31
,Male,Tablet,None,2.6
,Male,Laptop,None,4.25
,Female,Tablet,None,2.77
,Female,TV,None,0.0
,Male,TV,None,2.31
,Female,Smartphone,None,2.85
,Female,TV,None,1.89
,Male,TV,None,1.71
,Male,Smartphone,None,4.94
,Female,Smartphone,None,4.32
,Male,Smartphone,None,4.94
,Male,TV,None,1.44
,Male,TV,None,0.0
,Female,Tablet,None,6.96
,Male,Smartphone,None,2.7
,Female,TV,None,4.33
,Male,Tablet,None,1.51
,Female,Smartphone,None,0.51
,Female,TV,None,4.13
,Female,TV,None,2.91
,Male,Smartphone,None,2.57
,Male,Smartphone,None,2.1
,Female,Smartphone,None,2.86
,Male,TV,None,3.81
,Female,Laptop,None,5.53
,Male,TV,None,2.57
,Male,Laptop,None,4.61
,Female,Smartphone,None,5.66
,Female,Smartphone,None,4.1
,Female,Smartphone,None,0.69
,Male,Smartphone,None,0.0
,Female,Smartphone,None,1.6
,Male,Smartphone,None,5.36
,Male,Smartphone,None,0.0
,Male,Laptop,None,3.67
,Female,Smartphone,None,2.13
,Male,Laptop,None,2.89
,Male,Smartphone,None,1.78
,Male,Smartphone,None,4.76
,Female,Smartphone,None,2.01
,Male,TV,None,0.03
,Female,Smartphone,None,2.81
,Male,Laptop,None,5.85
,Male,Smartphone,None,2.35
,Male,Smartphone,None,4.2
,Male,TV,None,5.38
,Male,TV,None,2.88
,Male,TV,None,0.72
,Female,TV,None,4.76
,Male,Smartphone,None,3.0
,Male,Tablet,None,2.24
,Male,Smartphone,None,3.4
,Female,Laptop,None,3.86
,Female,Tablet,None,2.05
,Male,Tablet,None,3.88
,Male,Laptop,None,4.29
,Female,Laptop,None,1.9
,Male,TV,None,1.04
,Female,Smartphone,None,4.92
,Male,Smartphone,None,3.62
,Male,TV,None,0.47
,Female,Smartphone,None,0.68
,Male,TV,None,1.82
,Male,TV,None,5.46
,Female,Smartphone,None,1.73
,Female,Laptop,None,3.23
,Male,TV,None,4.81
,Female,Smartphone,None,3.01
,Female,Laptop,None,2.79
,Male,TV,None,2.76
,Male,TV,None,5.42
,Male,TV,None,6.08
,Female,Smartphone,None,5.24
,Female,Smartphone,None,5.5
,Female,TV,None,3.28
,Male,Tablet,None,0.0
,Female,Smartphone,None,2.63
,Female,Tablet,None,1.51
,Female,TV,None,5.02
,Female,TV,None,2.16
,Male,Tablet,None,0.05
,Male,Tablet,None,0.0
,Female,Tablet,None,0.98
,Male,Smartphone,None,0.72
,Female,TV,None,3.19
,Male,Smartphone,None,3.35
,Male,TV,None,2.3
,Male,Smartphone,None,4.43
,Female,Tablet,None,6.01
,Male,TV,None,2.88
,Female,Smartphone,None,0.0
,Male,TV,None,5.07
,Male,Smartphone,None,4.06
,Male,Smartphone,None,0.0
,Female,Smartphone,None,2.73
,Male,Smartphone,None,4.16
,Male,Tablet,None,4.26
,Male,Smartphone,None,5.64
,Male,Tablet,None,5.49
,Male,Tablet,None,2.15
,Female,Laptop,None,0.32
,Male,Smartphone,None,2.5
,Male,Smartphone,None,0.0
,Female,Smartphone,None,4.66
,Male,Smartphone,None,1.56
,Male,Tablet,None,2.1
,Female,Smartphone,None,6.26
,Male,Smartphone,None,7.49
,Female,TV,None,2.67
,Female,Tablet,None,2.76
,Female,Laptop,None,5.01
,Male,TV,None,4.03
,Female,Smartphone,None,3.38
,Male,Smartphone,None,2.46
,Female,Laptop,None,5.69
,Male,Smartphone,None,2.36
,Female,Tablet,None,6.23
,Female,TV,None,1.54
,Male,TV,None,0.42
,Male,Smartphone,None,4.24
,Male,Smartphone,None,3.22
,Male,Smartphone,None,3.42
,Female,TV,None,1.53
,Male,TV,None,2.28
,Female,Smartphone,None,2.47
,Male,Laptop,None,2.57
,Female,Tablet,None,0.0
,Female,Smartphone,None,3.39
,Male,Smartphone,None,2.52
,Male,Smartphone,None,2.71
,Female,Smartphone,None,4.86
,Male,TV,None,0.57
,Female,Smartphone,None,4.04
,Female,Smartphone,None,5.67
,Male,Smartphone,None,2.82
,Male,TV,None,0.62
,Male,Smartphone,None,2.98
,Female,Smartphone,None,5.31
,Female,TV,None,5.47
,Male,TV,None,1.52
,Female,Smartphone,None,4.01
,Female,TV,None,2.49
,Female,Smartphone,None,3.27
,Female,TV,None,5.19
,Female,Laptop,None,5.34
,Male,Laptop,None,2.89
,Female,Tablet,None,2.64
,Female,Smartphone,None,0.0
,Female,Smartphone,None,4.85
,Male,Smartphone,None,0.0
,Female,Smartphone,None,7.89
,Female,Tablet,None,5.74
,Female,TV,None,1.83
,Male,Smartphone,None,3.88
,Female,Laptop,None,4.87
,Female,TV,None,3.78
,Female,TV,None,7.02
,Male,Smartphone,None,1.88
,Female,Laptop,None,4.93
,Male,Laptop,None,4.9
,Female,Smartphone,None,7.46
,Male,Smartphone,None,0.0
,Male,TV,None,2.68
,Female,TV,None,0.66
,Female,Smartphone,None,5.23
,Male,TV,None,2.68
,Male,TV,None,0.04
,Female,Smartphone,None,1.39
,Female,Tablet,None,1.94
,Male,Smartphone,None,1.54
,Female,Laptop,None,2.69
,Female,Smartphone,None,3.69
,Male,Laptop,None,4.61
,Female,Smartphone,None,4.6
,Male,TV,None,4.79
,Male,TV,None,0.04
,Male,TV,None,2.31
,Male,TV,None,5.88
,Male,TV,None,6.26
,Female,Smartphone,None,3.25
,Male,TV,None,5.29
,Male,Smartphone,None,1.8
,Female,Smartphone,None,5.56
,Female,Smartphone,None,5.59
,Female,Smartphone,None,4.12
,Male,Smartphone,None,0.0
,Male,Smartphone,None,2.83
,Female,Tablet,None,3.58
,Male,TV,None,1.95
,Female,Smartphone,None,2.81
,Female,Smartphone,None,8.0
,Male,Smartphone,None,3.99
,Male,TV,None,0.0
,Female,Smartphone,None,4.81
,Male,Tablet,None,0.0
,Female,Smartphone,None,2.72
,Male,TV,None,4.51
,Female,TV,None,4.84
,Female,Smartphone,None,7.35
,Female,Tablet,None,1.82
,Male,Smartphone,None,1.61
,Male,TV,None,2.72
,Male,Smartphone,None,0.48
,Male,Smartphone,None,3.71
,Female,TV,None,1.73
,Male,Tablet,None,0.15
,Female,Laptop,None,3.46
,Male,TV,None,3.97
,Male,Smartphone,None,4.02
,Female,Laptop,None,5.25
,Female,Smartphone,None,1.11
,Female,TV,None,5.7
,Female,Laptop,None,1.94
,Female,Smartphone,None,0.72
